,description,Address,Price,Bedroom,Bathroom,Toilet,date,State,Location
180,4 Bedroom Terrace With Bq For Sale!!!," Orchid, 2nd Toll Gate Lekki. Chevron Drive Lekki Lagos ",65000000,4,5,5,2023-05-29,Lagos,Lekki
181,Peak Luxury Court, Sangotedo Ajah Lagos ,50000000,0,0,0,2023-05-29,Lagos,Ajah
182,Available Specious Luxury Of 2 Bedroom Apartment At Ikate Lekki For Outright Payment, Ikate Lekki Ikate Elegushi Lekki Lagos ,66000000,2,2,3,2023-05-29,Lagos,Lekki
183,Affordable 4 Bedroom Detached Duplex In A Beautiful Estate, Vgc Victoria Garden City Lekki Lagos ,195000000,5,5,5,2023-05-29,Lagos,Lekki
184,3 Bedroom Terrace Duplex With Bq, Oko Ado Ajah Ajah Lagos ,60000000,3,4,5,2023-05-29,Lagos,Ajah
185,"Corner Unit 4 Bedrooms Terrace With Bq 24hrs Serviced Big Estate With Swimming Pool, Gym, Children's Playground, Mini Mart", Mijl Residence Estate Ikate Elegushi Lekki Ikate Elegushi Lekki Lagos ,130000000,4,5,5,2023-05-28,Lagos,Lekki
186,Affordable 3 Bedroom Terrace Duplex In A Shared Compound," Pentagon Court Phase 5, Ikota, Lekki, Lagos Ikota Lekki Lagos ",55000000,3,3,4,2023-05-27,Lagos,Lekki
187,Spacious 4 Bedrooms Penthouse With A Study Room And A Bq On About 420 Sqm Massive Layout With Elevator At Ikoyi, Ikoyi Penthouse Inside An Estate Ikoyi Ikoyi Lagos ,230000000,4,5,5,2023-05-28,Lagos,Ikoyi
188,Premium 5 Bedroom Detached Duplex, Chevron Lekki Lagos ,180000000,5,5,6,2023-05-28,Lagos,Lekki
189,Spacious 5bedroom Duplex With Swimming Pool, Lekki Phase 1 Lekki Lagos ,165000000,5,8,0,2023-05-28,Lagos,Lekki
190,Top Notch 5bedroom Duplex, Massive 5bedroom Duplex With Swimming Pool Chevron Drive Lekki Lagos ,450000000,5,8,9,2023-05-28,Lagos,Lekki
191,Tastefully 5bedroom, 5bedroom With Swimming Pool And Cinema At Osapa Lekki Lekki Lagos ,310000000,5,0,0,2023-05-28,Lagos,Lekki
192,Top Notch Massive 5bedroom Duplex, Fully Detached With Bq At Chevron Lekki Lagos Chevron Drive Lekki Lagos ,170000000,5,0,0,2023-05-28,Lagos,Lekki
193,Tastefully 4bedroom Semi Detached, Chevron Lekki Chevron Drive Lekki Lagos ,90000000,4,0,0,2023-05-28,Lagos,Lekki
194,Classy 5bedroom Fully Detached," Massive 5bedroom Duplex With Cinema, Pool And Bq At 2nd Toll Gate Lekki Lekki Lagos ",280000000,5,0,0,2023-05-28,Lagos,Lekki
195,Luxurious 4bedroom Semi Detached Duplex, Don’t Miss This Spacious 4bedroom Duplex And Bq Ajah Lagos ,70000000,4,0,0,2023-05-28,Lagos,Ajah
196,4bedroom Duplex And Bq, 2nd Toll Gate Lekki Lagos ,70000000,4,0,0,2023-05-28,Lagos,Lekki
197,Luxury 4 Bedroom Terrace Duplex With Gym And Pool, Lekki Phase 1 Lekki Lagos ,260000000,4,0,0,2023-05-28,Lagos,Lekki
198,Decently Finished 4 Bedroom Semi Detached Duplex, Lekki Ajah Lagos ,85000000,4,5,6,2023-05-29,Lagos,Ajah
199,*n280m Luxurious Chevron Lekki Duplex With Swimming Pool & Generator*, Pay And Parkin Don’t Miss This Affordable Duplex With Generator Chevron Drive Lekki Lagos ,280000000,5,0,0,2023-05-28,Lagos,Lekki
200,Lovely 5bedroom Semi Detached Duplex, Don’t Miss This 5bedroom Duplex With Swimming Pool And Cinema Osapa Lekki Lagos ,280000000,5,0,0,2023-05-28,Lagos,Lekki
201,Exquisite 4bedroom Semi Detached Duplex, 2nd Toll Gate Lekki Lagos ,80000000,4,0,0,2023-05-28,Lagos,Lekki
202,Luxurious Chevron Lekki Duplex, Chevron Lekki Chevron Drive Lekki Lagos ,140000000,4,0,0,2023-05-28,Lagos,Lekki
203,Spacious 5bedroom Fully Detached Duplex, Ajah Lagos ,125000000,5,0,0,2023-05-28,Lagos,Ajah
204,85m Luxurious Semi Detached Lekki Duplex And Bq, 2nd Toll Gate Lekki Lagos ,85000000,4,0,0,2023-05-28,Lagos,Lekki
205,*n65m Spacious Luxurious Lekki Terraces With Swimming Pool & Gym*, 2nd Toll Gate Lekki Lagos ,65000000,4,0,0,2023-05-28,Lagos,Lekki
206,"*n1.2b Luxurious Osapa Lekki Duplex With Swimming Pool, Cinema & Generator*", Osapa Lekki Lagos ,-2147483648,5,0,0,2023-05-28,Lagos,Lekki
207,Exquisite 5bedroom Fully Detached, Luxury House With Bq At Ajah Ajah Lagos ,140000000,5,0,0,2023-05-28,Lagos,Ajah
208,Neatly Built 3 Bedroom Flat, Chisco Ikate Ikate Elegushi Lekki Lagos ,80000000,3,3,4,2023-05-27,Lagos,Lekki
209,"Luxurious 5bedroom Duplex Swimming Pool, Cinema And Gym", Osapa Lekki Osapa Lekki Lagos ,450000000,5,0,0,2023-05-28,Lagos,Lekki
210,"Tastefully 5bedroom Duplex With Swimming Pool,cinema And", 2nd Toll Gate Lekki Lagos ,300000000,5,0,0,2023-05-28,Lagos,Lekki
211,"Brand New, Exquisite 4 Bedroom Semi Detached Duplex With Boy's Quarter", Chevron Tollgate Lekki Phase 2 Lekki Lagos ,99000000,4,4,5,2023-05-27,Lagos,Lekki
212,Contemporary 5 Bedroom Fully Detached Duplex With Swimming Pool, Chevron Tollgate Lekki Lagos ,200000000,6,6,7,2023-05-27,Lagos,Lekki
213,4 Bedroom Terrace Duplexes With Governor's Consent For Sale At Ikota, Honey Dew Court Estate Ikota Gra By Mega Chiken Ikota Lekki Lagos ,65000000,4,4,5,2023-05-27,Lagos,Lekki
214,Newly Built 4 Bedrooms Terrace With Bq Available For Sale., Ikate Elegushi Lekki Lagos ,120000000,4,4,5,2023-05-27,Lagos,Lekki
215,4 Bedroom Semi Detached Duplex, Orchid Road Lekki Lagos ,80000000,4,4,5,2023-05-27,Lagos,Lekki
216,Exquisite 5bedroom Duplex, Ocean Bay Estate By Orchid Road Lekki Lagos ,150000000,5,0,0,2023-05-27,Lagos,Lekki
217,Newly Built 4 Bedroom Maisonette, Vi Victoria Island Victoria Island Lagos ,550000000,4,4,4,2023-05-27,Lagos,Island
218,4 Bedroom Terrace, Before Chevron Toll Gate Lekki Expressway Lekki Lagos ,70000000,4,4,6,2023-05-27,Lagos,Lekki
219,Extravagant 4 Bedroom Terrace Duplex With Swimming Pool And Bq, Ikate Elegushi Lekki Lagos ,130000000,4,4,5,2023-05-27,Lagos,Lekki
220,4 Bedroom Semidetached Duplex, Agungi Lekki Lagos ,95000000,4,0,0,2023-05-29,Lagos,Lekki
221,Beautifully Finished 4 Bedroom Detached House, Ikota Lekki Lagos ,85000000,4,4,5,2023-05-27,Lagos,Lekki
222,Well Finished 5bedroom Detached Duplex With 2 Rooms Bq, Off Admirality Way Lekki Phase 1 Lekki Lagos ,450000000,5,5,5,2023-05-27,Lagos,Lekki
223,Newly Built 5 Bedrooms Terrace With Bq Available For Sale., Lekki Phase 1 Lekki Lagos ,350000000,5,5,6,2023-05-27,Lagos,Lekki
224,2bedroom Terrace, Ikota Lekki Lagos ,42000000,2,0,0,2023-05-27,Lagos,Lekki
225,Well Finished 4 Bedroom Semi Detached Duplex, Orchid Road Lafiaji Lekki Lagos ,85000000,4,4,5,2023-05-27,Lagos,Lekki
226,Super Luxury 4 Bedroom Semi Detached Duplex, Ikota Lekki Lagos ,75000000,4,0,0,2023-05-27,Lagos,Lekki
227,Newly Built 4 Bedroom Semi Detached Duplex, Orchid Road Lekki Lagos ,75000000,4,4,5,2023-05-27,Lagos,Lekki
228,Luxury Finished 4 Bedroom Terrace, Orchid Road Lafiaji Lekki Lagos ,65000000,4,4,5,2023-05-27,Lagos,Lekki
229,"Well Finished Brand New 4 Bedroom Detached Duplex With Automation, Swimming Pool And Bq", Lekki Phase 1 Lekki Lagos ,340000000,4,4,5,2023-05-27,Lagos,Lekki
230,4 Bedroom Detached Duplex And 1 Bq, Ajah Lagos ,5000000,4,0,0,2023-05-29,Lagos,Ajah
231,5bedroom Fully Detached, Tastefully 5bedroom Fully Detached And Bq At Lekki County Lekki Lagos ,115000000,5,0,0,2023-05-27,Lagos,Lekki
232,Brand New 6units Of 4bedrooms Fully Detached Duplex With A Room Bq, Oshorun Estate Opic Berger Berger Ikeja Lagos ,80000000,4,4,4,2023-05-27,Lagos,Ikeja
233,3 Bedroom Finished Terrace House With Bq, Off Palace Road Oniru Oniru Victoria Island Lagos ,120000000,3,3,4,2023-05-27,Lagos,Island
234,Tastefully Built 5 Bedroom Duplex, By Chevron Toll Gate Chevron Drive Lekki Lagos ,130000000,5,5,6,2023-05-27,Lagos,Lekki
235,5 Bedroom Fully Detached Serviced Smart Home, Omole Phase 1 Omole Ikeja Lagos ,220000000,5,5,5,2023-05-27,Lagos,Ikeja
236,Beautiful 4 Bedroom Terrace Duplex, Osapa London Osapa Lekki Lagos ,100000000,4,4,5,2023-05-27,Lagos,Lekki
237,Neatly Finished 4 Bedroom Semi Detached Duplex, Ikota Villa Ikota Lekki Lagos ,85000000,4,4,5,2023-05-27,Lagos,Lekki
238,Lovely 4 Bedroom Semi Detached With Bq Available For Sale, Ologolo Lekki Lagos ,85000000,4,4,5,2023-05-27,Lagos,Lekki
239,Well Finished 4 Bedroom Terrace, Off Orchid Road Chevron Drive Lekki Lagos ,65000000,4,4,5,2023-05-27,Lagos,Lekki
240,Tastefully Finished 4 Bedroom Semi Detached Duplex, Orchid Road Lekki Expressway Lekki Lagos ,75000000,4,4,5,2023-05-27,Lagos,Lekki
241,6 Bedroom Fully Detached Duplex, Rupokwu Port Harcourt Port Harcourt Rivers ,250000000,6,6,6,2023-05-27,Rivers,Harcourt
242,Semi Finished 4 Bedroom Terrace Duplex, Victoria Island Lagos ,200000000,4,4,5,2023-05-27,Lagos,Island
243,Newly Built 4 Bedrooms Semi Detached With Bq Available For Sale., Opposite Chevron Tollgate Chevron Drive Lekki Lagos ,95000000,4,4,5,2023-05-27,Lagos,Lekki
244,5 Bedroom Fully Detached Duplex With Bq, Chevron Drive Lekki Lagos ,150000000,5,0,0,2023-05-27,Lagos,Lekki
245,"Fantastic 5 Bedrooms Terrace Duplex With Swimming Pool, Private Cinema And Bq", Ikate Elegushi Lekki Lagos ,180000000,5,5,6,2023-05-27,Lagos,Lekki
246,"Luxurious 5 Bedrooms Fully Detached Duplex With Swimming Pool ,cinema And Bq", Ikota Lekki Lagos ,230000000,5,5,6,2023-05-27,Lagos,Lekki
247,Fantastic 4bedroom Terrace, Orchid Road Lekki Lagos ,65000000,4,4,5,2023-05-27,Lagos,Lekki
248,4bedroom Duplex Plus Pen House Plus 2numbers Of 3bedroom Flats, Alagbado Abeokuta Express Lagos ,120000000,4,4,4,2023-05-27,Lagos,Express
249,Contemporary 3bedroom Duplex With Swimming Pool," 3bedroom Fully Detached Duplex With Cinema, Elevator And Swimming Pool At Osapa Lekki Lagos ",500000000,3,6,0,2023-05-27,Lagos,Lekki
250,5bedroom Semi Detached, Osapa Lekki Lagos ,330000000,5,0,0,2023-05-27,Lagos,Lekki
251,Tastefully Finished 5 Bedroom Detached Duplex, Orchid Road Lafiaji Lekki Lagos ,130000000,5,5,6,2023-05-27,Lagos,Lekki
252,4bedroom Semi Detached Duplex With A Bq, Orchid Lekki Lagos ,85000000,4,4,5,2023-05-29,Lagos,Lekki
253,4bedroom Terrace, Luxurious 4bedroom Terrace Located At The 2nd Toll Gate Lekki Lagos Lekki Lagos ,65000000,4,7,0,2023-05-27,Lagos,Lekki
254,Magnificent 5 Bedrooms Fully Automated Detached Duplex With Swimming Pool And Bq, Chevron Chevron Drive Lekki Lagos ,235000000,5,5,6,2023-05-27,Lagos,Lekki
255,"Magnificently Built & Furnished 4 Bedroom Terrace Duplex With Bq, Fully Fitted Kitchen & Glass Shower Cubicles", Oniru Oniru Victoria Island Lagos ,230000000,4,4,5,2023-05-27,Lagos,Island
256,Newly Built 4 Bedrooms Detached With Bq Available For Sale., Opposite Chevron Tollgate Chevron Drive Lekki Lagos ,130000000,4,4,5,2023-05-27,Lagos,Lekki
257,4bedroom Semi Detached Duplex, Luxurious Serviced 4bedroom Semi Detached Duplex And Bq Lekki Lagos ,80000000,0,0,0,2023-05-27,Lagos,Lekki
258,5bedroom Fully Detached, 2nd Toll Gate Lekki Lagos ,160000000,5,7,0,2023-05-27,Lagos,Lekki
259,"Fully Automated 5 Bedroom Fully Detached Duplex With Bq, Swimming Pool", Osapa London Osapa Lekki Lagos ,240000000,5,5,5,2023-05-27,Lagos,Lekki
260,Tastefully Finished 4 Semi Detached, Orchid Road Lekki Expressway Lekki Lagos ,85000000,4,4,5,2023-05-27,Lagos,Lekki
261,6 Bedroom Duplex With 3 Room Bq All En Suite, Nico Town Lekki Lagos ,1125000000,6,6,7,2023-05-27,Lagos,Lekki
262,*15 Bedrooms Detached Bungalow.*," Alaba International, Ojo, Lagos* Alaba Badagry Express Lagos ",40000000,10,0,0,2023-05-27,Lagos,Express
263,Newly Built 4 Bedrooms Semi Detached With Bq Available For Sale., Opposite Chevron Tollgate Chevron Drive Lekki Lagos ,93000000,4,4,5,2023-05-27,Lagos,Lekki
264,2 Units Of 4 Bedrooms Fully Detached Duplex, Magodo Phase 2 Ikeja Lagos ,150000000,4,4,4,2023-05-27,Lagos,Ikeja
265,Neatly Finished 4 Bedroom Tetrace, Orchid Road Lafiaji Lekki Lagos ,65000000,4,4,5,2023-05-27,Lagos,Lekki
266,Standard 4 Bedroom Terrace House, Ikota Lekki Lagos ,54000000,4,0,0,2023-05-27,Lagos,Lekki
267,"47 Units In A Brand New Mini Estate, Fully Fenced & Gated", Orchid Road Lekki Lagos ,-2147483648,4,4,5,2023-05-27,Lagos,Lekki
268,4bedroom Semi Detached Duplex," Olowora,omole Phase2 Extension Omole Ikeja Lagos ",60000000,4,4,3,2023-05-27,Lagos,Ikeja
269,4 Units Of 4 Bedroom Terrace Duplex With Bq, Mabushi Abuja Phase 1 Abuja ,900000000,4,4,4,2023-05-27,Abuja,1
270,Luxury 3bedroom Semi Detached Duplex With A Room Bq, Maryland Ikeja Lagos ,80000000,3,3,3,2023-05-27,Lagos,Ikeja
271,4 Units Of 3 Bedroom Duplexes On 650 Square Meters Land, Ifako Gbagada Lagos ,40000000,3,3,3,2023-05-27,Lagos,Gbagada
272,Well Finished 4 Bedroom Semi Detached, Orchid Road Lafiaji Lekki Lagos ,85000000,4,4,5,2023-05-27,Lagos,Lekki
273,Luxury 4 Bedrooms Semi Detached Duplex, Ikota Lekki Lagos ,83000000,4,0,0,2023-05-27,Lagos,Lekki
274,4 Bedroom Detached Duplex And 1 Bq, Ajah Lagos ,5000000,4,0,0,2023-05-29,Lagos,Ajah
275,Luxury 4 Bedroom Terrace House, Ologolo Lekki Lagos ,75000000,4,0,0,2023-05-27,Lagos,Lekki
276,A Standard Spacious 4 Bedroom Terrace Duplex With Swimming Pool, Oniru Victoria Island Lagos ,140000000,4,4,5,2023-05-27,Lagos,Island
277,4 Bedroom Terrace Duplex, Orchid Road Lekki Lagos ,75000000,4,4,5,2023-05-27,Lagos,Lekki
278,Newly Built 4 Bedroom Terrace House, Ikota Lekki Lagos ,57000000,4,4,5,2023-05-27,Lagos,Lekki
279,4bedroom Semi Detached, New House Pay And Move In Ikate Elegushi Lekki Lagos ,150000000,4,6,8,2023-05-27,Lagos,Lekki
280,Ivana Court, 2bedroom Apartment Ajah Lagos ,43000000,2,0,0,2023-05-27,Lagos,Ajah
281,5 Bedroom Terrace Duplex, Ikate Elegushi Lekki Lagos ,190000000,5,5,5,2023-05-27,Lagos,Lekki
282,Neatly Finished 4 Bedroom Fully Detached, Ikota Ikota Lekki Lagos ,120000000,4,4,5,2023-05-27,Lagos,Lekki
283,4bedroom Semi Detached, Ologolo Lekki Lagos ,80000000,4,0,0,2023-05-27,Lagos,Lekki
284,Newly Built 4 Bedrooms Semi Detached With Bq Available For Sale., Opposite Chevron Tollgate Chevron Drive Lekki Lagos ,85000000,4,4,5,2023-05-27,Lagos,Lekki
285,Own A House At Maldives Garden Mowe, Don’t Miss This Opportunity At Mowe Ogun State Mowe Ogun Area Ogun ,13000000,2,0,0,2023-05-27,Ogun,Area
286,Magnificent 4 Bedroom Terrace Duplex With Self Compound," Off Adenike Olotun Street, Ikota Gra, Lekki, Lagos Ikota Lekki Lagos ",65000000,4,4,5,2023-05-27,Lagos,Lekki
287,4 Bedroom Semi Detached With Bq, Victoria Garden City Lekki Lagos ,85000000,4,4,5,2023-05-27,Lagos,Lekki
288,5 Bedroom Fully Detached Duplex With Bq, Ologolo Lekki Lagos ,130000000,5,0,0,2023-05-27,Lagos,Lekki
289,A Tastefully Finished 4 Bedroom Terrace Duplex With Bq And Modern Facilities, Lekki Phase 1 Lekki Lagos ,150000000,4,4,5,2023-05-27,Lagos,Lekki
290,4 Bedroom Detached House With Bq, Ikota Lekki Lagos ,95000000,4,4,5,2023-05-27,Lagos,Lekki
291,1 Bedroom Flat For Sale, Orchid Road Lekki Lagos ,35000000,1,1,2,2023-05-27,Lagos,Lekki
292,Neatly Built 4 Bedroom Terrace With Bq Available For Sale, Ikota Lekki Lagos ,62000000,4,4,5,2023-05-27,Lagos,Lekki
293,Exquisitely 4bedroom Duplex And Bq, 2nd Toll Gate Lekki Lagos ,100000000,4,0,0,2023-05-27,Lagos,Lekki
294,3bedroom Terrace, Ikota Lekki Lagos ,49000000,3,0,0,2023-05-27,Lagos,Lekki
295,Affordable Off Plan 4 Bedroom Terrace Duplex In A Shared Compound," Off Adenike Olotun Street, Ikota Gra, Ikota, Lekki, Lagos Ikota Lekki Lagos ",60000000,4,4,5,2023-05-27,Lagos,Lekki
296,Luxury 5 Bedroom Fully Detached Duplexes, Ikoyi Lagos ,450000000,5,5,6,2023-05-22,Lagos,Ikoyi
297,Tastefully Finished 4 Bedroom Terrace, Orchid Road Lafiaji Lekki Lagos ,67000000,4,4,5,2023-05-27,Lagos,Lekki
298,Massive 5bedroom Duplex, 5bedroom Duplex With Swimming Pool And Cinema Osapa Lekki Lagos ,450000000,5,4,7,2023-05-27,Lagos,Lekki
299,5bedroom Duplex, Chevron Drive Lekki Lagos ,160000000,5,0,0,2023-05-27,Lagos,Lekki
300,"A Massive 5bedroom Duplex With Modern Cinema, Swimming Pool & Bq", Lekki Phase 1 Lekki Lagos ,600000000,5,5,6,2023-05-27,Lagos,Lekki
301,Well Finished 4 Bedroom Detached Duplex, Ikota Villa Lekki Lagos ,105000000,4,4,5,2023-05-27,Lagos,Lekki
302,Tastefully Finished 4 Bedroom Detached Duplex, By Chevron Toll Gate Chevron Drive Lekki Lagos ,110000000,4,4,5,2023-05-27,Lagos,Lekki
303,Contemporary 5 Bedroom Detached Duplex," Apo, Resettlement Zone A Apo Abuja Phase 2 Abuja ",200000000,5,5,5,2023-05-27,Abuja,2
304,Fantastic 6 Bedrooms Fully Detached Duplex With Bq, Ikota Lekki Lagos ,150000000,6,6,7,2023-05-27,Lagos,Lekki
305,Spacious 5bedroom Duplex, Osapa Lekki Lagos ,800000000,5,8,7,2023-05-27,Lagos,Lekki
306,A Tastefully Finished Brand New 4bedroom Terrace Duplex With Bq, Lekki Phase 1 Lekki Lagos ,170000000,4,4,5,2023-05-27,Lagos,Lekki
307,Exquisite 5 Bedrooms Fully Detached Duplex With Swimming Pool And Bq, Orchid Road Lekki Expressway Lekki Lagos ,160000000,5,5,6,2023-05-27,Lagos,Lekki
308,Tastefully Finished 3 Bedroom Terrace, Chisco Ikate Ikate Elegushi Lekki Lagos ,85000000,3,3,4,2023-05-27,Lagos,Lekki
309,*de Avocado Smart And* *luxury Homes 2.0 Abijo* *(inside Chois Garden* *estate)*," The Location And Ambience Of De Avocado Smart & Luxury Homes 2.0, Abijo Abijo Ajah Lagos ",35000000,1,3,0,2023-05-27,Lagos,Ajah
310,Brand New 4 Bedroom Terrace Duplex, Jakande Ikeja Close To Alausa Ikeja Lagos ,85000000,4,4,4,2023-05-27,Lagos,Ikeja
311,4 Bedrooms Fully Detached Duplex With Bq, Ologolo Lekki Lagos ,110000000,4,0,0,2023-05-27,Lagos,Lekki
312,Breath Taking 5 Bedrooms Fully Finished Detached Duplex With Bq, Orchid Road Lekki Expressway Lekki Lagos ,150000000,5,5,6,2023-05-27,Lagos,Lekki
313,Lovely Four Bedroom Duplex, Maryland Ikeja Lagos ,60000000,4,4,4,2023-05-27,Lagos,Ikeja
314,Tastefully Built 4 Bedrooms Terrace House, Orchid Road Lekki Lagos ,65000000,4,0,0,2023-05-27,Lagos,Lekki
315,Don’t Miss This Tastefully 4bedroom Terrace, Facilities And Features Are Excellent Ologolo Lekki Lagos ,75000000,4,0,0,2023-05-27,Lagos,Lekki
316,Luxury 4 Bedroom Semi Detached Duplex, Ikota Lekki Lagos ,75000000,4,0,0,2023-05-27,Lagos,Lekki
317,Luxury 4 Bedroom Terrace Duplex With Bq, Victoria Island Victoria Island Lagos ,220000000,4,4,5,2023-05-27,Lagos,Island
318,3 Units Of Executive 5 Bedroom Fully Detached Duplex With Swimming Area, Osapa Lekki Lagos ,370000000,5,5,6,2023-05-29,Lagos,Lekki
319,5bedrooms Fully Detached Duplex With Bq, County Homes Lekki Lagos ,180000000,5,0,0,2023-05-27,Lagos,Lekki
320,Standard 4 Bedrooms Terrace, Ikota Lekki Lagos ,60000000,4,0,0,2023-05-27,Lagos,Lekki
321,Luxury Finished 5 Bedroom Duplex, Off Admiralty Lekki Phase 1 Lekki Lagos ,350000000,5,5,6,2023-05-27,Lagos,Lekki
322,6 Bedroom Fully Detached Duplex With Swimming Pool And Bq, Ajah Ajah Lagos ,180000000,6,6,7,2023-05-27,Lagos,Ajah
323,Semi Finished 4 Bedroom Terrace Duplex, Victoria Island Victoria Island Victoria Island Lagos ,200000000,4,4,5,2023-05-27,Lagos,Island
324,Spacious Luxury 4bedroom Duplex And Bq, Lekki County Lekki Phase 1 Lekki Lagos ,165000000,4,0,0,2023-05-27,Lagos,Lekki
325,Newly Built 4 Bedroom Detached Duplex With Swimming Pool, Ikota Lekki Lagos ,105000000,4,4,5,2023-05-27,Lagos,Lekki
326,Newly Built 5 Bedrooms Detached With Bq Available For Sale., Lekki Phase 1 Lekki Lagos ,450000000,5,5,6,2023-05-27,Lagos,Lekki
327,Massive 2 Bedroom Bungalow With Bq On 2 Plots, Apata Area Off Oluyole Akala Ibadan Ibadan Oyo ,47000000,2,2,2,2023-05-27,Oyo,Ibadan
328,4 Bedroom Fully Detached Duplex, Orchid Chevron Drive Lekki Lagos ,75000000,4,4,4,2023-05-27,Lagos,Lekki
329,3 Bedroom Flat On A Plot Of Land With 3 Toilets, Lokogoma Abuja Phase 2 Abuja ,37000000,3,3,3,2023-05-27,Abuja,2
330,Newly Built 4 Bedroom Detached Duplex, Ikota Lekki Lagos ,105000000,4,4,5,2023-05-27,Lagos,Lekki
331,5bedroom Fully Detached, Second Toll Gate Lekki Phase 1 Lekki Lagos ,240000000,5,8,9,2023-05-27,Lagos,Lekki
332,Luxuriously Finished 5 Bedroom Fully Detached Duplex With Bq, Lekki Phase 1 Lekki Lagos ,300000000,5,5,5,2023-05-27,Lagos,Lekki
333,Newly Built 4 Bedroom Detached Duplex With Bq, Orchid Road Lekki Lagos ,95000000,4,4,5,2023-05-27,Lagos,Lekki
334,4 Bedroom Terrace Duplex With A Room Bq, Life Camp Abuja Phase 3 Abuja ,100000000,4,4,4,2023-05-27,Abuja,3
335,Lovely Contemporary 5 Bedroom Detached Duplex, By Chevron Toll Gate Chevron Drive Lekki Lagos ,240000000,5,5,6,2023-05-27,Lagos,Lekki
336,4 Semi Detached Duplex, Opposite Chevron Tollgate Chevron Drive Lekki Lagos ,70000000,4,4,5,2023-05-27,Lagos,Lekki
337,Standard 4 Bedroom Terrace Duplex With Bq, Lekki Phase 1 Lekki Lagos ,150000000,4,4,5,2023-05-27,Lagos,Lekki
338,4 Bedroom Townhouse, Ogudu Gra Ketu Lagos ,160000000,4,4,4,2023-05-27,Lagos,Ketu
339,Newly Built 3bedroom Bungalow With 2 Room Bq, Lokogoma Abuja Phase 2 Abuja ,50000000,3,3,3,2023-05-27,Abuja,2
340,Spacious 4 Bedroom Terrace Duplex With A Bq Inside A Mini Serviced Estate, Ikate Elegushi Lekki Lagos ,140000000,4,4,5,2023-05-29,Lagos,Lekki
341,Newly Built 4 Bedroom Semi Detached Duplex, Ikota Lekki Lagos ,90000000,0,0,0,2023-05-27,Lagos,Lekki
342,Fully Detached 5 Bedroom Duplex With Bq, Magodo Phase 1 Magodo Isheri Ikeja Lagos ,140000000,5,5,5,2023-05-27,Lagos,Ikeja
343,Luxurious 5 Bedrooms Fully Finished Detached Duplex With Bq, Orchid Road Lekki Expressway Lekki Lagos ,120000000,5,5,6,2023-05-27,Lagos,Lekki
344,4bedroom Semi Detached, Contemporary 4bedroom Semi Detached At 2nd Toll Gate Lekki Lagos Lekki Lagos ,85000000,4,0,0,2023-05-27,Lagos,Lekki
345,Spacious 5 Bedroom Fully Detached Mansionette + 1gym Room + 1 Study Room And 1 Bq, Osapa Lekki Lagos ,220000000,5,5,5,2023-05-27,Lagos,Lekki
346,Neatly Finished 4 Bedroom Detached Duplex, Ikota Villa Ikota Lekki Lagos ,90000000,4,4,5,2023-05-27,Lagos,Lekki
347,Tastefully Finished 3 Bedroom Terrace, Chisco Ikate Ikate Elegushi Lekki Lagos ,85000000,3,3,4,2023-05-27,Lagos,Lekki
348,3 Bedroomterrace Duplex, Ikate Elegushi Lekki Lagos ,85000000,3,3,3,2023-05-27,Lagos,Lekki
349,Fully Furnished 4 Bedroom Detached Duplex, Osapa Lekki Lagos ,650000000,4,4,4,2023-05-27,Lagos,Lekki
350,Newly Built 4 Bedroom Semi Detached, Orchid Road Lekki Lagos ,80000000,4,4,5,2023-05-27,Lagos,Lekki
351,4 Bedroom Semi Detached Duplex With Bq, Ologolo Lekki Lagos ,95000000,4,0,0,2023-05-27,Lagos,Lekki
352,Affordable Off Plan 4 Bedroom Terrace Duplex In A Shared Compound," Off Adenike Olotun Street, Ikota Gra, Ikota, Lekki, Lagos Ikota Lekki Lagos ",60000000,4,4,5,2023-05-27,Lagos,Lekki
353,Well Finished 4 Bedroom Terrace, Off Orchid Road Lafiaji Lekki Lagos ,62000000,4,4,5,2023-05-27,Lagos,Lekki
354,Magnificent 4 Bedroom Terrace Duplex With Self Compound," Off Adenike Olotun Street, Ikota Gra, Lekki, Lagos Ikota Lekki Lagos ",65000000,4,4,5,2023-05-27,Lagos,Lekki
355,4 Bedroom Terrace Duplex, Guzape Abuja Phase 1 Abuja ,145000000,4,4,4,2023-05-27,Abuja,1
